search_role,title,company,location,description,salary_min,salary_max,created,category
data scientist,Financial Analyst/Underwriter,Relay Human Cloud India,"Ahmedabad, Gujarat","About the Company: Relay Human Cloud is a young & dynamic company that helps some of the top US-based companies to expand their team internationally. Relay is a truly global company having its operations in US, India, Honduras, and Mexico (We are also adding a few more countries soon). Our core focus is to enable companies to connect with the best international talent. Relay helps its clients in majorly following areas: Accounting & Finance, Administration, Operations, Space Planning, Leasing, …",,,2025-12-14T10:25:23Z,Accounting & Finance Jobs
data scientist,"Senior Software Engineer, Data Capability Group",Bristol Myers Squibb,"Hyderabad, Telangana","BMS Hyderabad is an integrated global hub where our work is focused on helping patients prevail over serious diseases by building sustainable and innovative solutions. This important science, technology, and innovation center will support a range of technology and drug development activities that will help us usher in the next wave of innovation. Purpose We are seeking a Senior Software Engineer to design, develop and support a variety of internally developed applications, tools and platforms f…",,,2025-05-21T11:58:41Z,Scientific & QA Jobs
data scientist,Data Scientist,InfyStrat,India,"InfyStrat is seeking talented and passionate Data Scientists to join our dynamic analytics team. In this role, you will be responsible for analyzing large datasets, developing predictive models, and deriving actionable insights that support our business objectives. You will leverage advanced statistical techniques and machine learning algorithms to extract value from data and help shape strategic decisions. The ideal candidate is someone who is not only proficient in data science methodologies …",,,2025-05-08T20:07:13Z,IT Jobs
data scientist,Data Scientist,Weekday AI,India,"This role is for one of the Weekday's clients Salary range: Rs 1000000 - Rs 2000000 (ie INR 10-20 LPA) Min Experience: 4 years Location: Bangalore JobType: full-time We are looking for a Data Scientist to lead the end-to-end data science lifecycle—from problem definition and hypothesis development to model deployment planning and performance evaluation. This role focuses on building scalable, production-ready machine learning solutions that drive insights across content, audience, growth, and r…",,,2025-12-26T18:36:21Z,IT Jobs
data scientist,Data Scientist,Team Geek Solutions,"Bangalore, Karnataka","Job Title: Data Scientist Experience: 3–8 Years Work Mode: Hybrid Notice Period: Immediate Joiner Job Description: We are looking for an experienced Data Scientist with strong expertise in advanced analytics and GenAI to support end-to-end data-driven solutions. The ideal candidate will work closely with cross-functional teams to build scalable models, automate workflows, and drive business insights. Key Skills Required: GenAI (prompt engineering, model fine-tuning, LLM integration) Python (Pan…",1200000.0,2000000.0,2025-12-11T03:05:48Z,IT Jobs
data scientist,Data Scientist,Talent Worx,India,"Job Summary: We are seeking an experienced Data Scientist with a strong background in analytics, big data management, and advanced data science methodologies. The ideal candidate will have expertise in working with large datasets and proficiency in a wide range of tools and technologies including SQL, Python, R, SPSS, Artificial Intelligence/Machine Learning, Advanced Excel, Tableau, Power BI, Linux, and Cybersecurity. The candidate will be responsible for leveraging data to provide actionable …",,,2025-11-14T14:05:31Z,IT Jobs
data scientist,Data Scientist,Smiths Detection,"Bangalore, Karnataka","Job Description Duties : Smiths Detection is seeking a Data Scientist to join the company on a permanent basis. The successful candidate will bring a strong background of using AI/ML/DL algorithms and techniques. You are expected to contribute your expertise as a Machine Learning Engineer. Smiths Detection’s Digital Platform is an innovative global security platform designed to transform the way government agencies and organizations secure and manage their ports, airports, infrastructure and bo…",,,2025-12-24T03:46:08Z,IT Jobs
data scientist,Data Scientist,Time Hack Consulting,"Mumbai, Maharashtra","Position: Data Scientist Location: Mumbai, Maharashtra Experience: 2–5 years About the Role: We are looking for a skilled Data Scientist to join our fast-growing fintech NBFC. In this role, you’ll help shape the organization’s data strategy, build predictive models, and generate insights that enhance credit risk management, operational efficiency, and customer experience. You’ll work closely with product, business, and engineering teams to create scalable, data-driven solutions that influence k…",800000.0,2900000.0,2025-11-05T22:19:21Z,IT Jobs
data scientist,Data Scientist,Two95 International Inc.,India,"Title: Data Scientist Type: Full Time Location: Hyderabad Salary: Open (INR) Requirements Job Description ▪Understands business problems and designs end to end analytics use cases ▪Develops complex models and algorithms that drive innovation throughout the organization. This may include improving on-time performance, maximizing profit, etc ▪Conducts advanced statistical and other analysis to provide actionable insights, identify trends, and measure performance ▪Can objectively weigh trade-offs …",,,2023-02-21T22:02:00Z,IT Jobs
data scientist,Data Scientist,Kavi Software Technologies Private Limited,"Egmore Nungambakkam, Chennai","Job Summary: We are looking for a driven and curious Junior Data Scientist to join our growing AI & Data Science team. The ideal candidate will have a foundational understanding of data analysis and machine learning, with a strong interest in emerging AI paradigms such as Retrieval-Augmented Generation (RAG) and agentic AI systems. This role provides an exciting opportunity to work on real-world applications of LLMs and support the development of intelligent, task-oriented agents. Key Responsib…",,,2025-12-05T02:56:10Z,IT Jobs
data scientist,Data Scientist,viraaj hr solutions,India,"About the Opportunity Opportunity in the HR Technology & Talent Solutions sector serving enterprise clients across India. We deliver data-driven talent insights, workforce analytics, and automated recruitment solutions—helping businesses hire smarter and faster. This is an on-site Data Scientist role based in India, focused on building production-grade ML models and analytics capabilities for HR and talent platforms. Role & Responsibilities Design, develop, and validate end-to-end machine learn…",800000.0,2400000.0,2025-12-19T03:10:26Z,IT Jobs
data scientist,Data Scientist,Ikigai Labs,"Bangalore, Karnataka","Company Description The Ikigai platform unlocks the power of generative AI for tabular data. We enable business users to connect disparate data, leverage no-code AI/ML, and build enterprise-wide AI apps in just a few clicks. Ikigai is built on top of its three proprietary foundation blocks developed from years of MIT research - aiMatch, for data reconciliation, aiCast, for prediction, and aiPlan, for scenario planning and optimization. Our platform enables eXpert-in-The-Loop (XiTL) for model re…",,,2025-11-25T07:11:54Z,IT Jobs
data scientist,Data Scientist,Proximity Works,India,"We are looking for a highly motivated and analytical Data Scientist with 5 years of experience to join our team. You will play a key role in interpreting complex data, building predictive models, and driving strategic decision-making across the organization. If you're passionate about turning raw data into actionable insights, we’d love to meet you. Requirements you’ll be responsible for - Collecting, processing, and analysing large datasets to identify trends and patterns. Building and validat…",,,2025-04-28T22:25:24Z,IT Jobs
data scientist,Data Scientist,Forbes Advisor,"Mumbai, Maharashtra","Job Description The Role We’re hiring a Data Scientist to help us unlock growth through advanced analytics and machine learning. This role sits at the intersection of marketing performance, product optimization, and decision science. You’ll partner closely with Paid Media, Product, and Engineering to build models, generate insight, and influence how we acquire, retain, and monetize users. From campaign ROI to user segmentation and funnel optimization, your work will directly shape how we grow. …",,,2025-12-03T00:52:58Z,IT Jobs
data scientist,Data Scientist,Brainwonders,"Mumbai, Maharashtra","Job Description Data Scientist (Fresher – 1 Year Experience) — Job Description About the Role We are looking for a junior Data Scientist who is passionate about Machine Learning, AI, LLMs, analytics, and data engineering. The ideal candidate should have hands-on project experience (internships, academic projects, or personal projects) and the ability to learn quickly and contribute to production-level workflows. This is a great opportunity for someone early in their career who wants to work on …",,,2025-12-08T09:31:09Z,IT Jobs
data scientist,Data Scientist,Axiom Software Solutions Limited,India,"• Design and develop ML, NLP, and GenAI models to solve complex business problems. • Build, train, and optimize AI models using Python and relevant ML frameworks. • Implement Azure AI/ML services for scalable deployment of models. • Develop and integrate APIs for real-time model inference and decision-making. • Work with large-scale data to extract insights and drive strategic initiatives. • Collaborate with cross-functional teams, including Data Engineers, Software Engineers, and Product Teams…",,,2025-11-14T11:06:48Z,IT Jobs
data scientist,Data Scientist,Mercor,"Mumbai, Maharashtra","Job Description: AI Task Evaluation & Statistical Analysis Specialist Role Overview We're seeking a data-driven analyst to conduct comprehensive failure analysis on AI agent performance across finance-sector tasks. You'll identify patterns, root causes, and systemic issues in our evaluation framework by analyzing task performance across multiple dimensions (task types, file types, criteria, etc.). Key Responsibilities Statistical Failure Analysis : Identify patterns in AI agent failures across …",,,2025-11-12T00:33:17Z,IT Jobs
data scientist,Data Scientists,Axiom Software Solutions Limited,India,"Python, R, SQL, predictive modeling Python, R, SQL, predictive modeling Python, R, SQL, predictive modeling Python, R, SQL, predictive modeling Python, R, SQL, predictive modeling Python, R, SQL, predictive modeling Python, R, SQL, predictive modeling Python, R, SQL, predictive modeling Python, R, SQL, predictive modeling Requirements • Frontend Framework: Angular • Servers : Tomcat, Jetty, JBoss, Nginx, Apache HTTP Server • Tools : Maven, Log4j 2, JUnit 5, Mockito, Postman, Swagger, JMeter, Lo…",,,2025-11-13T11:02:48Z,IT Jobs
data scientist,Director of Artificial Intelligence,Searce Inc,"Pune, Maharashtra","You are the Technical Visionary and Operational Anchor for our AI Engineering capability . You are a pragmatic leader who understands that AI is not a magic wand—it is a powerful tool for Process-First Business Improvement . This is a mandate to stop ""experimenting"" and start ""solving."" You don't just lead data scientists; you orchestrate the convergence of Advanced AI capabilities and Complex Business Logic. Your mission is to deconstruct chaotic domain processes (in Healthcare, SCM, Logistics…",,,2025-12-05T01:17:40Z,IT Jobs
data scientist,AI/ML Intern – Agentic AI (Autonomous Agents),Stackular,"Hyderabad, Telangana","Role: AI/ML Intern – Agentic AI (Autonomous Agents) Internship Duration: 6 Months Location: Raidurg Main Road, Hyderabad. Work mode: On-site Work Hours: 11:00 AM to 8:00 PM Stipend: 35,000 INR/Month. Full-Time Offer: Based on your performance, we will review your internship and extend a full-time offer. The starting salary for the full-time role will be ₹50,000 INR/Month . About us: At Stackular, we are more than just a team – we are a product development community driven by a shared vision. Ou…",,,2025-11-28T09:44:30Z,IT Jobs
data scientist,Credit Risk Analyst,Straive,"Bangalore, Karnataka","Job Title: Credit Risk Strategy Location: Bangalore, Hyderabad and Gurugram Experience: 3 years Job Summary: We are seeking a skilled Credit Risk Strategy Analyst with strong expertise in SAS and SQL to join our risk management team. The successful candidate will play a key role in developing, implementing, and monitoring credit risk strategies by leveraging data analytics and predictive modeling techniques. This role requires a blend of analytical skills, risk knowledge, and technical proficie…",,,2025-12-13T09:39:22Z,Accounting & Finance Jobs
data scientist,Technical Delivery Manager,Kumaran Systems,"Chennai, Tamil Nadu","Delivery Manager – Backend / AI / Cloud Kumaran Systems Location: Siruseri, Chennai (On-site) Employment Type: Full-time Work Mode: 5 Days Work From Office (WFO) Experience: 10–15 Years Notice Period: Immediate / Short Notice Preferred Hiring for Kumaran Systems! We are looking for an experienced Delivery Manager with a strong technical background in backend systems, cloud platforms, and AI/ML project delivery. The ideal candidate will have started their career as a developer or technical lead …",,,2025-12-08T10:30:05Z,IT Jobs
data scientist,AI/ML Engineer,Maitsys,"Tamil Nadu, India","We are looking for a highly skilled AI/ML Engineer who can design, build, and deploy intelligent systems that power next‑generation enterprise solutions. This role is ideal for someone who thrives in a fast‑moving environment, enjoys solving complex problems, and wants to contribute to scalable, global‑impact products. Key Responsibilities Machine Learning & AI Development: • Build, train, and optimize ML models for classification, prediction, NLP, and generative AI use cases. • Develop scalabl…",,,2025-12-12T09:45:47Z,IT Jobs
data scientist,Rotating Equipment Engineer,Mechademy,India,"We’re not just filling a position - we’re looking for a trailblazer. If you thrive on solving complex problems, pushing boundaries, and making a tangible impact, this is your calling. As a Rotating Equipment Engineer, you'll be at the heart of our routine operations, and driving innovation on the Turbomechanica platform. From collaborating with customers to leading cutting-edge technical initiatives, you'll be instrumental in shaping the future of predictive analytics and contributing Mechademy…",,,2025-11-28T09:45:08Z,Engineering Jobs
data scientist,Graduate Technical Freshers - Oracle Cloud Consulting,Fusion Practices,"Mumbai, Maharashtra","About Us: Fusion Practices is a leading IT consultancy delivering HR and finance transformations across financial services, insurance, banking, construction, and the public sector. Our expertise lies in Oracle Cloud ERP, HR & Payroll. We have won several awards. Fusion Practices won the ERP Innovation of the Year award for our GrantsNOW SAAS product. Additionally, we were finalists for the British Computing Society awards for IT Vendor of the Year and Development Team of the Year. We also won t…",,,2025-12-12T09:54:27Z,Graduate Jobs
data scientist,Analytics Consultant,AB InBev GCC India,"Bangalore, Karnataka","Dreaming big is in our DNA. It’s who we are as a company. It’s our culture. It’s our heritage. And more than ever, it’s our future. A future where we’re always looking forward. Always serving up new ways to meet life’s moments. A future where we keep dreaming bigger. We look for people with passion, talent, and curiosity, and provide them with the teammates, resources and opportunities to unleash their full potential. The power we create together – when we combine your strengths with ours – is …",,,2025-12-13T09:40:06Z,IT Jobs
data scientist,Presales/Solutions Consultant,ExactSpace,"Bangalore, Karnataka","Company Description ExactSpace is building the next generation of Industrial Intelligence. Leading companies in Oil and Gas, Thermal Power and Process Industries use Pulse, our flagship AI platform, to make the best decisions for their plants to improve asset availability and reduce energy losses. The journey till now brought together AI technology and deep domain expertise to deliver value in hundreds of industrial plants. Our sights are now set on delivering significantly more value to thousa…",,,2025-12-19T02:48:00Z,Engineering Jobs
data scientist,Head of Artificial Intelligence,Techmagnate - A Digital Marketing Agency,"Sarita Vihar, South Delhi","About Techmagnate Techmagnate is a leading digital performance marketing agency delivering measurable business growth through SEO, Paid Media, Content, and Analytics. As we integrate AI into every layer of marketing and operations, we are seeking a visionary Head – AI & Automation to lead our next wave of digital transformation. Role Overview The Head – AI & Automation will define and drive Techmagnate’s AI strategy across business functions—from marketing operations, reporting and analytics to…",,,2025-12-18T02:35:38Z,IT Jobs
data scientist,Murex: Functional Quality Engineer,Publicis Sapient,"Bangalore, Karnataka","Murex QA is responsible for being a senior contributor on a complex module of work in a TRM project who brings TRM business as well as deep core technology subject matter expertise to the table Do you have the following? • At least 6 years of recent and consistent Murex implementation experience. • At least 1 project experience in greenfield implementation, legacy migration and Murex upgrade. • Good understanding of Murex 3.1 as trading and risk management system. • Broad understanding, interes…",,,2025-12-24T00:04:08Z,IT Jobs
data scientist,Staff Engineer - Backend,Glance,"Bangalore, Karnataka","What will you be doing? Responsible for design, architecture, and delivery of a feature or component/product with the highest quality. Driving innovations in the platform constantly & remaining ahead of the curve Collaborates effectively with cross functional teams to deliver end-to-end products & features Collaborates with non-tech stakeholders without technology barrier to align strategies with solutions Demonstrates ability to multi-task and re-prioritize responsibilities based on changing r…",,,2025-12-07T10:23:25Z,IT Jobs
data scientist,Data Engineering lead,Geojit Technologies,"Bangalore, Karnataka","Data Engineer lead Role Overview The Senior Data Engineer will design and implement scalable, secure, and high-performance data solutions using the Azure Data Stack . The role focuses on building reliable data pipelines, ensuring data quality, and enabling downstream analytics and AI workloads through well-structured, governed, and performant data models. Key Responsibilities Design, build, and maintain ETL/ELT pipelines using Azure Data Factory (ADF) and Synapse Pipelines . Develop and manage …",,,2025-12-05T01:31:01Z,IT Jobs
data scientist,Head of Analytics,Signzy,"Bangalore, Karnataka","About PowerEdge (Signzy): PowerEdge is Signzy’s B2B fintech platform used by banks to run credit card journeys (onboarding → post-onboarding) via SDKs and APIs. With multiple bank go-lives, keeping production stable and issues closed fast is critical. The Gist of the Role: ● We need a super-smart Head of Analytics and Customer Engagement. ● The main goal? Use credit card data to seriously boost customer sign-ups, how much they use the card, and how long they stick around. ● You're basically bui…",,,2025-12-05T01:28:54Z,Accounting & Finance Jobs
data scientist,Forward Deployed Software Engineer,Arcana,"Bangalore, Karnataka","Embed on the frontlines of high-stakes financial technology. Rocketship growth opportunity. About the Team Arcana builds institutional-grade analytics for leading hedge funds and asset managers. We design and deploy backend systems that power mission-critical performance and risk analysis. Our engineering team works closely with product and data science to translate complex investment workflows into durable, high-performance technology. About the Role We’re looking for Forward Deployed Software…",,,2025-12-24T10:21:52Z,IT Jobs
data scientist,AI Engineer,MightyBot,India,"Join our team as an AI Engineer, where we're focused on graduating AI from interesting demos to indispensable products. You will build reliable, self-improving systems that empower subject matter experts to automate their most complex, high-value work. This is a role for engineers who want to solve real-world business challenges and create AI tools that are trusted to make critical decisions. Key Responsibilities Build AI-Enabled Products: Develop products that are fully enabled by the capabili…",,,2025-11-20T08:19:00Z,IT Jobs
data scientist,Full Stack Engineer,Innover Digital,"Bangalore, Karnataka","We are looking for a highly skilled Full-Stack Engineer with 5 years of experience to join our growing Engineering team. In this role, you’ll build scalable, reliable, and impactful software that supports the core of our wealth management platform. You’ll work closely with product, design, data, and AI teams to deliver solutions that solve real-world challenges for top-tier financial institutions. This is an opportunity to work on modern technology, contribute to innovative solutions, and help …",,,2025-12-05T01:31:47Z,IT Jobs
data scientist,Senior Software Engineer - Backend,illumine,India,"Senior Software Engineer (SD2 / SD3) – Backend & Infrastructure Location : India (Remote / Hybrid) Experience : 5–7 years Company : Illumine Technology About Illumine Illumine is building a modern SaaS platform for childcare and education, used daily by parents, teachers, and large enterprise chains. Our platform combines backend systems, infrastructure, and AI-powered workflows to deliver reliable, secure, and scalable products. Role Overview We’re looking for a Senior Software Engineer (SD2 /…",,,2025-12-24T10:21:41Z,IT Jobs
data scientist,ChatBot Developer,OmniTaas,"Bangalore, Karnataka","Chatbot Developer Omnitaas is seeking a skilled AI Chatbot Developer to join our team. Your primary role will be to design, program, and deploy interactive AI chatbots that will integrate with our existing products and self-help guides. The AI Chatbot Developer responsibilities include understanding user interactions and needs, defining chatbot functionality, and writing and maintaining efficient code. Our ideal candidate is familiar with various programming languages such as Python, Javascript…",,,2025-12-03T05:54:40Z,IT Jobs
data scientist,Google Agent development,Tata Consultancy Services,"Hyderabad, Telangana","Greetings from TCS TCS is hiring for Google Agent Development Experience: 5-8 years Location: PAN India Skills: Google Agent Development Kit (ADK): Hands-on experience building intelligent agents using Google’s specialized toolkit, enabling advanced workflow automation and conversational interfaces. Python Programming: Proficient in writing robust, scalable, and efficient code for AI applications, data analysis, and system integrations. Google Gemini Enterprise: Expertise in leveraging Gemini’s…",,,2025-12-26T08:39:37Z,IT Jobs
data scientist,Inside Sales Specialist,Newton School,"Bangalore, Karnataka","ABOUT NEWTON SCHOOL : Come be part of a rocketship that’s creating a massive impact on the world of technology! On one side you have over a million college graduates every year with barely 5% employability rates and on the other side, there are 1000s of companies struggling to find talent. Newton School aims to bridge this massive gap through it’s personalized learning platform. We are building an online university and solving the deep problem of employability of graduates. ROLE DESCRIPTION: Th…",,,2025-12-11T15:53:55Z,IT Jobs
data scientist,Technical Architect,CoffeeBeans,India,"About Us CoffeeBeans Consulting is a tech consulting firm focused on making organizations AI-ready by structuring their data efficiently across various sources and enabling AI-driven solutions. We specialize in data architecture, pipelines, governance, MLOps, and Gen AI solutions, helping clients achieve faster go-to-market and cost efficiency . We are looking for a Principal Engineer who can design and implement complex solutions that are scalable, future-proof and AI led. Key Responsibilities…",,,2025-12-21T08:17:09Z,IT Jobs
data scientist,Data Scientist,EXL,"Noida, Ghaziabad","Description Senior Data Scientists lead data analysis projects and provide strategic insights. Responsibilities include designing complex models, mentoring junior data scientists, and ensuring the quality of analytical work. You will work closely with business leaders to understand needs and deliver actionable insights. Extensive experience in data science and leadership skills are required. Responsibilities Lead the development and optimization of complex data models, Oversee data science proj…",,,2025-12-01T22:56:16Z,IT Jobs
data scientist,Data Scientist,Pixis,"Bangalore, Karnataka",Data scientists in bangalore for hybrid role 3 days work from office Data scientists in bangalore for hybrid role 3 days work from office Data scientists in bangalore for hybrid role 3 days work from office Data scientists in bangalore for hybrid role 3 days work from office,,,2024-09-20T17:54:25Z,Consultancy Jobs
data scientist,Data Scientist,UpSolve Solutions LLP,"Mumbai, Maharashtra","Role Description This is a full-time client facing on-site role for a Data Scientist at UpSolve Solutions in Mumbai. The Data Scientist will be responsible for performing various day-to-day tasks, including data science, statistics, data analytics, data visualization, and data analysis. The role involves utilizing these skills to provide actionable insights to drive business decisions and solve complex problems. Qualifications Data Science, Statistics, and Data Analytics skills Data Visualizati…",300000.0,800000.0,2024-08-01T10:54:17Z,IT Jobs
data scientist,Data Scientist,AVE-Promagne Business Solutions LLP,"Bangalore, Karnataka","Job brief We are looking for a Lead Data Scientist to lead a technical team and help us gain useful insight out of raw data. Lead Data Scientist responsibilities include managing the data science team, planning projects and building analytics models. You should have a strong problem-solving ability and a knack for statistical analysis. If you’re also able to align our data products with our business goals, we’d like to meet you. Your ultimate goal will be to help improve our products and busine…",200000.0,1000000.0,2023-12-23T15:03:21Z,IT Jobs
data scientist,Data Scientist,Quenzo Tech,India,"We are seeking an experienced Data Scientist to join our data-driven team. As a Data Scientist, you will work with large datasets, apply advanced analytics techniques, and build machine learning models to provide actionable insights that drive business decisions. You will collaborate with various teams to translate complex data into clear recommendations and innovative solutions. Key Responsibilities: Analyze large datasets to identify trends, patterns, and insights that can inform business str…",1000000.0,2000000.0,2025-04-01T04:34:13Z,IT Jobs
data scientist,Data Scientist,Kaplan,"Bangalore, Karnataka","Senior Data Scientist-Job Description The Senior Data Scientist role is a creative problem solver who utilizes statistical/mathematical principles and modelling skills to uncover new insights that will significantly and meaningfully impact business decisions and actions. She/he applies their data science expertise in identifying, defining, and executing state-of-art techniques for academic opportunities and business objectives in collaboration with other Analytics team members. The Senior Data …",750000.0,2000000.0,2021-07-14T22:44:56Z,IT Jobs
data scientist,Data Scientist,Carsome,India,"Carsome’s Data Department is on the lookout for a Data Scientist/Data Science Lead who has a strong passion in building data powered products. Data Science function under the Data Department has a responsibility for standardisation of methods, mentoring team of data science resources/interns, including code libraries and documentation, quality assurance of outputs, modeling techniques and statistics, leveraging a variety of technologies, open-source languages, and cloud computing platform. You …",1000000.0,3000000.0,2021-09-16T01:20:42Z,IT Jobs
data scientist,Data Scientist,Symansys Technologies India Pvt Ltd,"Pune, Maharashtra","Specialism- Advance Analytics, Data Science, regression, forecasting, analytics, SQL, R, python, decision tree, random forest, SAS, clustering classification Senior Analytics Consultant- Responsibilities Understand business problem and requirements by building domain knowledge and translate to data science problem Conceptualize and design cutting edge data science solution to solve the data science problem, apply design thinking concepts Identify the right algorithms , tech stack , sample outpu…",500000.0,1500000.0,2022-02-26T04:52:00Z,IT Jobs
data scientist,Data Scientist,Kavayah People Consulting,"Pune, Maharashtra","Position summary As an experienced Data Scientist you’ll join a team of data scientists, analysts, and software engineers working to push the boundaries of data science in health care. We like to experiment, iterate, and innovate with technology, from developing new algorithms specific to health care’s challenges, to bringing the latest machine learning practices and applications developed in other industries into the health care world. We know that algorithms are only valuable when powered by …",2000000.0,5000000.0,2021-07-30T22:01:50Z,IT Jobs
data scientist,Data Scientist,LodgIQ,"Bangalore, Karnataka","About LodgIQ LodgIQ is led by a team of experienced hospitality technology experts, data scientists and product domain experts. Seed funded by Highgate Ventures, a venture capital platform focused on early stage technology investments in the hospitality industry and Trilantic Capital Partners, a global private equity firm, LodgIQ has made a significant investment in advanced machine learning platforms and data science. Title : Data Scientist Job Description: Apply Data Science and Machine Learn…",500000.0,3000000.0,2021-10-12T06:01:36Z,IT Jobs
data scientist,Data Scientist,upGrad,"Bangalore, Karnataka","About Us upGrad is an online education platform building the careers of tomorrow by offering the most industry-relevant programs in an immersive learning experience. Our mission is to create a new digital-first learning experience to deliver tangible career impact to individuals at scale. upGrad currently offers programs in Data Science, Machine Learning, Product Management, Digital Marketing, and Entrepreneurship, etc. upGrad is looking for people passionate about management and education to h…",1000000.0,2100000.0,2022-03-23T05:12:35Z,IT Jobs
data scientist,Data Scientist,VyTCDC,"Hyderabad, Telangana",POSITION / TITLE: Data Science Lead Location: Offshore – Hyderabad/Bangalore/Pune Who are we looking for? Individuals with 8 years of experience implementing and managing data science projects. Excellent working knowledge of traditional machine learning and LLM techniques. ‎ The candidate must demonstrate the ability to navigate and advise on complex ML ecosystems from a model building and evaluation perspective. Experience in NLP and chatbots domains is preferred. We acknowledge the job market…,800000.0,2600000.0,2025-06-18T05:21:08Z,IT Jobs
data scientist,Data Scientist,Blend360,India,"Overview BLEND360 is an award-winning, new breed Data Science Solutions Company focused on powering exceptional results to our Fortune 500 clients. We are a growing company—born at the intersection of advanced analytics, data and technology. We are looking for talented Data Scientists to join our Global Delivery Center of Data Science Excellence based out of Hyderabad, India. Blend360 Data Science team provides strategic leadership for the development, validation and delivery of algorithms, sta…",,,2024-07-31T03:19:44Z,IT Jobs
data scientist,Data Scientist,Zensar Technologies,"Pune, Maharashtra","Data Scientist Role Overview: We are seeking highly skilled and Data Scientists to join our team. The ideal candidates will be responsible for developing and implementing machine learning (ML) and generative AI (Gen AI) applications. This role requires a strong background in data science, with a focus on ML modeling techniques and exploratory data analysis (EDA). Key Responsibilities: Develop and deploy ML and Gen AI applications using LangChain, Llama Index, and OpenAI. Conduct comprehensive E…",,,2025-11-23T22:51:49Z,IT Jobs
data scientist,Data Science,Rysun Labs Pvt Ltd,"Mumbai, Maharashtra","Responsibilities: • Develop and implement advanced machine learning and deep learning models for Data processing, natural language processing, computer vision. • Machine Learning lifecycle: data prep, training data generation, feature engineering, optimization, experimentation, reproducibility, deployment, and end-to-end workflow management • Knowledge of statistical programming languages like Python, Pandas, Numpy etc. • Basic knowledge of query language like SQL. • Utilize expertise in statis…",,,2025-07-18T04:02:23Z,IT Jobs
data scientist,Data Scientist,Epergne Solutions,"Bangalore, Karnataka","Must Have: • Experience working closely with other data scientists, data engineers software engineers, data managers and business partners. • Can build scalable, re-usable, impactful data science products, usually containing statistical or machine learning algorithms, in collaboration with data engineers and software engineers. • Can carry out data analyses to yield actionable business insights. • Hands-on experience (typically 5 years) designing, planning, prototyping, productionizing, maintai…",,,2025-07-01T20:25:24Z,IT Jobs
data scientist,Data scientist,Truetech,India,"Job Summary: Full-time 6 Years We are looking for a Lead Data Scientist with the ability to lead a data science team and help us gain useful insight out of raw data. Lead Data Scientist responsibilities include managing the client, data science team, planning projects and building analytics models. You should have a strong problem-solving ability and a knack for statistical analysis. If you’re also able to align our data products with our business goals, we’d like to talk to you. Responsibiliti…",2000000.0,4000000.0,2025-12-10T09:45:25Z,IT Jobs
data scientist,Data Scientist,SKS Enterpprises,"Bangalore, Karnataka","Position Name - Data Scientist Location - Bangalore Experience Range - 5 yrs Mandatory Requirement : Work with large datasets, using programming languages such as Python, R, or others, to extract, transform, and analyze data. Job Roles and Responsibilities: Provide strategic vision and leadership to the data science team, nurturing an environment of innovation and collaboration. Establish well-defined objectives, oversee team performance, and cultivate the growth of team members' skills and abi…",,,2025-07-31T16:58:24Z,IT Jobs
data scientist,Data Scientist,Econolytics,"Noida, Ghaziabad","Job Description: • Help build a Data Science team which will be engaged in researching, designing, implementing, and deploying full-stack scalable data analytics vision and machine learning solutions to challenge various business issues. • Modelling complex algorithms, discovering insights and identifying business opportunities through the use of algorithmic, statistical, visualization, and mining techniques • Translates business requirements into quick prototypes and enable the development of …",1800000.0,2400000.0,2025-11-18T07:34:32Z,IT Jobs
data scientist,Data scientist,SocialPrachar.com,"Hyderabad, Telangana","Hi We are Looking foe Data Science AI Professional role for our KPHB, Hyderabad Branch Requirements: • Min 6 months to 1 Year experience in Data Science AI • Need to have proven Experience with Good GitHub profile and projects • Need to good with Data Science & AI Concepts • Need to be good with Python, ML, Stats, Deep Learning, NLP, OpenCV etc • Good Communication and presentation skills Skills:- Natural Language Processing (NLP), Computer Vision and recommendation algorithm",180000.0,300000.0,2021-12-29T04:19:48Z,IT Jobs
data scientist,Data Scientist,ECS | Enterprise Change Specialists,"Hyderabad, Telangana","Job Summary We are seeking a Senior Data Scientist to drive AI, Machine Learning, and Advanced Analytics initiatives, generating actionable business insights. The ideal candidate will lead data science projects, optimize real-time data pipelines, and collaborate with cross-functional stakeholders. Expertise in Elastic, Tableau, Power BI, OpenAI, and Big Data frameworks (Hadoop, Kafka) is essential. Must-Have Skills (Mandatory) - AI/ML model development for solving complex business challenges - …",,,2025-03-20T17:42:53Z,IT Jobs
data scientist,Data Scientist,Capgemini,"Bangalore, Karnataka","Job Description Job Title: Data Scientist Location: Bangalore Experience: 4 to 6 years About the RoleWe are seeking a highly skilled Senior Data Scientist with expertise in Python, Machine Learning, and Deep Learning frameworks such as TensorFlow and Scikit-learn. The ideal candidate will lead advanced analytics projects, design predictive models, and drive innovation in AI solutions to solve complex business problems.Key ResponsibilitiesDevelop and deploy machine learning models and deep learn…",,,2025-12-17T20:01:31Z,IT Jobs
